ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Np Likeness Score,Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL1596373,,,Small molecule,,437.52,32,35,5.45,92.7,5,2,1,5,N,0.52,2.91,None,6.48,2.99,3,MOL,-1,31,6,2,1,437.1297,-1.15,ACID,C24H23NO5S,COC(=O)c1sc(-c2ccc(C(C)(C)C)cc2)cc1NC(=O)c1ccccc1C(=O)O,DIPNBHWEKWQSCY-UHFFFAOYSA-N
CHEMBL1594182,,,Small molecule,,373.76,43,58,3.01,127.85,8,0,0,5,N,0.5,8.86,None,2.37,2.35,3,MOL,-1,26,9,0,0,373.0578,-1.58,NEUTRAL,C16H12ClN5O4,CCCn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3o2)c(Cl)c1=O,VACUYCLHGKPLFP-UHFFFAOYSA-N
CHEMBL1423198,,,Small molecule,,394.39,38,49,3.3,148.26,6,5,0,5,N,0.35,1.1,5.63,0.76,-4.48,4,MOL,-1,29,9,5,0,394.1277,-0.59,ACID,C20H18N4O5,Cc1n[nH]c(O)c1C(c1ccc(-c2ccc(C(=O)O)cc2)o1)c1c(C)n[nH]c1O,MVKCLHVAAFTEKA-UHFFFAOYSA-N
CHEMBL1312673,,,Small molecule,,305.2,23,27,0.07,136.87,7,2,0,2,N,0.34,6.83,None,0.35,-0.31,1,MOL,-1,22,10,2,0,305.0284,-0.78,NEUTRAL,C12H7N3O7,O=C1NC(=O)C(=Cc2cc3c(cc2[N+](=O)[O-])OCO3)C(=O)N1,FURBPYAQTGCYBD-UHFFFAOYSA-N
CHEMBL4649655,,,Unknown,,615.65,8,25,4.62,129.33,4,5,1,13,N,0.13,12.19,10.28,4.23,2.04,3,MOL,-1,37,8,6,2,501.274,-0.82,BASE,C31H36F3N5O5,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(NC(=N)N)cc1)c1ccc(OCc2ccccc2)cc1.O=C(O)C(F)(F)F,RMLDGSREBIUICI-YCBFMBTMSA-N
CHEMBL4850198,,,Unknown,,643.65,2,2,6.57,156.29,7,4,2,6,N,0.07,8.83,5.18,6.03,6.01,6,MOL,-1,46,9,6,3,643.1501,-0.85,NEUTRAL,C33H24F3N5O4S,N/C(=N\O)c1cccc(-c2ccc3c(c2)c2cc(-c4cccc(/C(N)=N/O)c4)ccc2n3S(=O)(=O)c2cccc(C(F)(F)F)c2)c1,NFPBFUJAIFLGPT-UHFFFAOYSA-N
CHEMBL4853295,,,Unknown,,605.68,2,2,5.56,165.52,8,4,2,7,N,0.08,8.83,5.18,4.99,4.97,6,MOL,-1,44,10,6,3,605.1733,-0.63,NEUTRAL,C33H27N5O5S,COc1ccc(S(=O)(=O)n2c3ccc(-c4cccc(/C(N)=N/O)c4)cc3c3cc(-c4cccc(/C(N)=N/O)c4)ccc32)cc1,ABARTEDMALYIEW-UHFFFAOYSA-N
CHEMBL5189672,,,,,338.17,6,10,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,338.1438,None,None,C18H19BN2O4,O=C(Nc1ccc2c(c1)B(O)OC2)c1ccc(N2CCOCC2)cc1,GHNNBCPUVFMKPF-UHFFFAOYSA-N
CHEMBL4846133,,,Unknown,,458.6,4,5,5.36,67.43,3,2,1,13,N,0.34,12.29,None,5.64,5.64,3,MOL,-1,34,5,2,1,458.2569,-0.65,NEUTRAL,C29H34N2O3,CCCCCC(=O)N[C@H](C(=O)NCCc1ccccc1)c1ccc(OCc2ccccc2)cc1,FHHCRGKUIAWMRC-NDEPHWFRSA-N
CHEMBL4850651,,,Unknown,,479.02,4,5,5.97,67.43,3,2,1,12,N,0.31,12,None,5.95,5.95,3,MOL,-1,34,5,2,1,478.2023,-0.97,NEUTRAL,C28H31ClN2O3,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(Cl)cc1)c1ccc(OCc2ccccc2)cc1,GQONWCULRDIXLY-MHZLTWQESA-N
CHEMBL4850641,,,Unknown,,474.6,4,5,5.33,76.66,4,2,1,13,N,0.33,12.1,None,5.19,5.19,3,MOL,-1,35,6,2,1,474.2519,-0.84,NEUTRAL,C29H34N2O4,CCCCCC(=O)N[C@H](C(=O)NCc1cccc(OC)c1)c1ccc(OCc2ccccc2)cc1,GQXMDRMIECPOSL-NDEPHWFRSA-N
CHEMBL4878316,,,Unknown,,412.21,12,20,3.56,82.45,5,3,0,2,N,0.44,8.26,0.15,4.21,4.16,3,MOL,-1,21,5,3,0,411.9379,-1.84,NEUTRAL,C14H9IN2O3S,O=C(Nc1nc2cc(O)c(O)cc2s1)c1ccc(I)cc1,QOXKUPNKLDBKFF-UHFFFAOYSA-N
CHEMBL4870281,,,Unknown,,564.64,8,17,4.31,122.99,6,3,1,10,N,0.26,12.03,0.11,4.2,4.2,4,MOL,-1,42,9,4,1,564.2373,-1.41,NEUTRAL,C33H32N4O5,NC(=O)c1cccc(NC(=O)[C@@H](NC(=O)c2ccc(N3CCOCC3)cc2)c2ccc(OCc3ccccc3)cc2)c1,PLGYWJMRXCIBNL-PMERELPUSA-N
CHEMBL4856206,,,Unknown,,555.6,4,5,5.44,110.52,4,3,2,13,N,0.24,11.89,None,5.08,5.08,3,MOL,-1,40,7,4,2,555.2345,-1.03,NEUTRAL,C30H32F3N3O4,CCCCCC(=O)N[C@@H](C(=O)NCc1ccc(C(N)=O)cc1)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,GOQVSFSOICSFPA-HHHXNRCGSA-N
CHEMBL4848445,,,Unknown,,382.44,2,2,3.56,89.87,5,3,0,3,N,0.6,8.57,None,3.2,3.17,3,MOL,-1,27,6,3,0,382.0987,-1.33,NEUTRAL,C20H18N2O4S,O=C(Nc1ccccc1)[C@@H]1CCCN1C(=O)c1cc2cc(O)c(O)cc2s1,YQWYZZLAJOUUEK-AWEZNQCLSA-N
CHEMBL5187264,,,,,283.09,6,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,283.1016,None,None,C15H14BNO4,COc1cccc(C(=O)Nc2ccc3c(c2)B(O)OC3)c1,JWOZBGJDNPDODL-UHFFFAOYSA-N
CHEMBL5184430,,,,,345.16,6,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,345.1172,None,None,C20H16BNO4,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(Oc2ccccc2)c1,JBYNUWUQUFFYKJ-UHFFFAOYSA-N
CHEMBL5207093,,,,,268.08,6,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,268.1019,None,None,C14H13BN2O3,Nc1ccc(C(=O)Nc2ccc3c(c2)B(O)OC3)cc1,BMYBUGCDYDINAY-UHFFFAOYSA-N
CHEMBL4863067,,,Unknown,,495.63,1,2,0.98,175.22,5,7,1,15,N,0.11,12.59,11.83,0.35,-4.36,2,MOL,-1,36,10,9,1,495.2958,-0.16,BASE,C26H37N7O3,N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NCc1ccccc1,QQYXYMIMWWLVKL-VXKWHMMOSA-N
CHEMBL4870296,,,Unknown,,627.65,2,2,6.83,148.04,6,4,2,7,N,0.11,None,11.64,6.59,1.78,6,MOL,-1,45,8,6,3,627.1552,-0.65,BASE,C33H24F3N5O3S,N=C(N)c1cccc(-c2ccc3c(c2)c2cc(-c4cccc(C(=N)N)c4)ccc2n3S(=O)(=O)c2ccccc2OC(F)(F)F)c1,VGFFAPWVKDOSSG-UHFFFAOYSA-N
CHEMBL4450411,,,Unknown,,490.48,2,6,6.12,99.52,6,3,1,5,N,0.31,3.34,None,6.96,3.54,4,MOL,-1,33,6,3,1,490.0269,-1.67,ACID,C22H13F3N2O4S2,O=C(O)c1cc2sc(NC(=O)c3ccccc3Sc3ccc(C(F)(F)F)cc3)nc2cc1O,BCOMBAJCFYTNKK-UHFFFAOYSA-N
CHEMBL3145192,,,Small molecule,,490.39,46,59,5.16,98.26,6,1,1,5,N,0.42,6.56,0.29,4.27,3.52,4,MOL,-1,31,6,1,1,489.0259,-0.96,NEUTRAL,C23H16BrN5OS,Cc1[nH]n(-c2ncc(-c3ccccc3)s2)c(=O)c1C(c1ccc(Br)cc1)C(C#N)C#N,QTVFNUICLHWCHG-UHFFFAOYSA-N
CHEMBL5172831,,,,,421.48,1,1,4.17,96.44,7,1,0,6,N,0.5,None,None,4.05,4.05,4,MOL,0,30,7,2,0,421.1096,-1.06,NEUTRAL,C22H19N3O4S,COc1ccc(S(=O)(=O)n2nc(Oc3ccc(-c4ccccc4)cc3)cc2N)cc1,IHXIUMFQBBESDS-UHFFFAOYSA-N
CHEMBL1359270,,,Small molecule,,496.03,24,29,6.1,74.68,3,1,1,6,N,0.45,3.78,None,6.75,3.48,3,MOL,-1,34,5,1,1,495.1271,-0.61,ACID,C27H26ClNO4S,CCc1ccc([C@@H]2CC=C(C(=O)O)[C@H](c3ccc(Cl)cc3)N2S(=O)(=O)c2ccc(C)cc2)cc1,ACJOQJGTZBPCMX-UIOOFZCWSA-N
CHEMBL1902287,,,Small molecule,,425.48,74,77,2.06,92.95,5,5,0,6,N,0.53,8.96,9.73,1.5,0.28,2,MOL,-1,22,5,5,0,303.1471,0.46,BASE,C24H27NO6,CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(O)c1.O=C(O)c1ccccc1,WJXXXRPUINHURH-UHFFFAOYSA-N
CHEMBL1594191,,,Small molecule,,393.85,31,39,4.13,92.7,5,2,0,6,N,0.57,2.75,None,5.25,1.75,2,MOL,-1,26,6,2,0,393.0438,-1.05,ACID,C18H16ClNO5S,CCOC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(Cl)cc1,QNKWEGQIGLNNOJ-CMDGGOBGSA-N
CHEMBL4639241,,,Unknown,,757.77,8,12,5.95,147.79,6,5,2,14,N,0.07,13.64,10.28,5.55,3.26,5,MOL,-1,48,10,6,3,643.2795,-0.81,BASE,C40H38F3N5O7,COc1cccc(COc2ccc(C(=O)N[C@H](C(=O)NCc3ccc(NC(=N)N)cc3)c3ccc(OCc4ccccc4)cc3)cc2)c1.O=C(O)C(F)(F)F,IOWGAVFOYNZLTB-XLQCLRHOSA-N
CHEMBL1403191,,,Small molecule,,433.25,35,39,3.46,78.9,6,0,0,4,N,0.53,None,None,3.27,3.27,1,MOL,-1,27,6,0,0,432.0209,1.12,NEUTRAL,C20H17BrO6,CCC(=O)OC1(C)C(=O)C2=COC(c3ccc(OC)cc3)=CC2=C(Br)C1=O,TVICCQHQPDNKDM-UHFFFAOYSA-N
CHEMBL1562843,,,Small molecule,,442.43,12,13,5.15,106.01,7,1,1,6,N,0.41,7.32,None,3.63,3.29,4,MOL,-1,33,8,1,1,442.1165,-1.46,NEUTRAL,C25H18N2O6,Cc1cc(N2C(=O)C(O)=C(C(=O)c3ccco3)C2c2cccc(Oc3ccccc3)c2)no1,VXQIAZGZAQAYKQ-UHFFFAOYSA-N
CHEMBL1324406,,,Small molecule,,458.55,12,12,3.94,95.97,7,0,0,6,N,0.6,12.38,None,3.94,3.94,1,MOL,-1,33,7,0,0,458.2305,0.24,NEUTRAL,C26H34O7,COc1cc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc(OC)c1OC,VUXNHPJFTFMXJZ-UHFFFAOYSA-N
CHEMBL1714283,,,Small molecule,,298.34,17,25,4.48,75.73,4,1,0,4,N,0.51,8.87,1.87,5.24,5.23,2,MOL,-1,22,5,1,0,298.1317,-0.82,NEUTRAL,C17H18N2O3,Cc1cc(O)c(C(C)C)cc1N=Cc1ccccc1[N+](=O)[O-],HKNXEPCUZAGUHS-UHFFFAOYSA-N
CHEMBL4548502,,,Unknown,,552.68,4,6,0.39,218.31,6,8,2,17,N,0.08,12.46,11.8,-0.69,-5.39,2,MOL,-1,40,12,11,3,552.3173,-0.01,BASE,C28H40N8O4,N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)c1ccccc1,BEEMGMOYNXNNBX-VABKMULXSA-N
CHEMBL4636972,,,Unknown,,645.68,5,9,4.63,138.56,5,5,1,14,N,0.12,12.12,10.28,4.07,1.88,3,MOL,-1,39,9,6,2,531.2846,-0.84,BASE,C32H38F3N5O6,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(NC(=N)N)cc1)c1ccc(OCc2cccc(OC)c2)cc1.O=C(O)C(F)(F)F,DMKTXAYDBHQMKZ-JCOPYZAKSA-N
CHEMBL4447800,,,Unknown,,722.9,2,3,8.91,148.16,10,3,2,6,N,0.11,-2.98,3.08,7.87,6.05,8,MOL,-1,48,9,4,2,705.0633,-1.17,ACID,C35H26N6O4S4,Cc1ccc2nc(-c3ccc4nc(-c5ccc(NC(=O)c6ccc7nc(-c8ccc(N)cc8)sc7c6)cc5)sc4c3)sc2c1S(=O)(=O)O.N,PBLVYNVOMAOQEX-UHFFFAOYSA-N
CHEMBL4444175,,,Unknown,,369.38,3,14,2.82,96.15,6,1,0,4,N,0.66,9.91,2.98,2.94,2.94,2,MOL,-1,27,8,1,0,369.1325,-0.39,NEUTRAL,C19H19N3O5,COc1cc([C@H]2N(c3ccc([N+](=O)[O-])cc3)C(=O)[C@@H]3CCCN32)ccc1O,CEXZOEADMIIIHX-MAUKXSAKSA-N
CHEMBL1324674,,,Small molecule,,378.46,28,35,4.13,100.86,6,2,0,4,N,0.66,7.44,1.93,3.24,2.97,3,MOL,-1,27,6,3,0,378.115,-1.87,NEUTRAL,C20H18N4O2S,Cc1ccc(SCc2n[nH]c3c2C(c2ccc(C)o2)C(C#N)=C(N)O3)cc1,QHPLVOGJTWERNY-UHFFFAOYSA-N
CHEMBL1337235,,,Small molecule,,396.86,47,72,1.62,101.49,7,1,0,4,N,0.78,13.15,0.99,1.54,1.54,2,MOL,-1,26,8,1,0,396.0659,-2.3,NEUTRAL,C16H17ClN4O4S,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(N3CCOCC3)cc2)n1,PIMBKNQXYLCURE-UHFFFAOYSA-N
CHEMBL1476673,,,Small molecule,,521.64,25,31,4.23,110.21,8,1,1,10,N,0.21,4.22,None,4.98,1.96,2,MOL,-1,34,8,1,1,521.0637,-1.15,ACID,C23H23NO7S3,COc1cc(/C=C2\SC(=S)N(CCCCC(=O)O)C2=O)ccc1OS(=O)(=O)c1ccc(C)cc1,MSYMJUVDHOZRKA-ZHZULCJRSA-N
CHEMBL3194553,,,Small molecule,,406.74,20,20,3.28,165.04,8,2,0,8,N,0.29,0.21,None,4.75,-0.09,2,MOL,-1,28,11,2,1,406.0316,-1.09,ACID,C16H11ClN4O7,O=C(O)/C(CC(=O)c1ccc(Cl)cc1)=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],QXLXMMFVSQRUMS-CPNJWEJPSA-N
CHEMBL197766,,,Small molecule,,418.5,2,2,-1,199.07,5,8,1,13,N,0.09,12.8,12.01,-1.79,-6.25,1,MOL,-1,30,11,10,2,418.2441,0.24,BASE,C19H30N8O3,N=C(N)NCCC[C@@H](C=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccccc1,WUSKBVHDFFKPEG-GJZGRUSLSA-N
CHEMBL1383957,,,Small molecule,,231.21,24,28,1.73,57.12,5,0,0,1,N,0.55,None,None,2.29,2.29,1,MOL,-1,17,5,0,0,231.0532,-0.27,NEUTRAL,C12H9NO4,CC1=NOC(=O)/C1=C\c1ccc2c(c1)OCO2,YQZOINRTUOVWGH-WTKPLQERSA-N
CHEMBL369918,,,Small molecule,,795,1,1,-0.66,320.55,9,11,2,27,N,0.03,11.93,16.18,-1.08,-8.03,2,MOL,-1,57,18,16,3,794.4915,0.14,BASE,C39H62N12O6,CCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(O)C(=O)NCc1ccccc1,USAWJEFDPMCHRQ-XXTGDAMSSA-N
CHEMBL1730762,,,Small molecule,,316.27,84,90,1.04,110.13,7,2,0,2,N,0.78,7.87,None,1.67,1.54,1,MOL,-1,23,7,2,0,316.0583,2.24,NEUTRAL,C16H12O7,COC1=CC(=O)C(C2CC(=O)c3c(O)cc(O)cc3O2)=CC1=O,LALMIDHSHXJNPR-UHFFFAOYSA-N
CHEMBL4103625,,,Small molecule,,368.35,4,5,3.01,109.83,6,0,0,4,N,0.61,None,2.63,3.34,3.34,2,MOL,-1,27,9,0,0,368.1121,-0.91,NEUTRAL,C18H16N4O5,O=C1[C@@H]2CCCN2[C@@H](c2cccc([N+](=O)[O-])c2)N1c1ccc([N+](=O)[O-])cc1,JQJCJOMKVDOIDW-DLBZAZTESA-N
CHEMBL3211294,,,Small molecule,,398.38,15,15,3.72,147.97,7,2,0,6,N,0.56,3.19,3.97,4.25,1.75,2,MOL,-1,29,10,2,0,398.1226,-0.43,ACID,C19H18N4O6,CC1/C(=N\Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CCC1(C(=O)O)c1ccccc1,GZBLEGZPSIEDSO-HKWRFOASSA-N
CHEMBL3190829,,,Small molecule,,350.81,31,38,5.15,61.69,3,2,1,5,N,0.49,3.42,5.01,4.28,2.41,3,MOL,-1,25,4,2,1,350.0822,-1.31,ACID,C20H15ClN2O2,O=C(O)c1cc(N/N=C/c2ccc(-c3ccccc3)cc2)ccc1Cl,RGQSZFCJTLRELQ-LPYMAVHISA-N
CHEMBL1707907,,NSC-37642,Small molecule,,286.37,23,29,4.49,60.69,3,3,0,5,N,0.71,9.11,None,5.06,5.05,2,MOL,-1,21,3,3,0,286.1569,0.53,NEUTRAL,C18H22O3,CCC(c1ccccc1)C(CC)c1cc(O)c(O)c(O)c1,ISDIKFNVTHSTFC-UHFFFAOYSA-N
CHEMBL1173036,,,Small molecule,,435.44,8,9,5.56,96.61,4,2,1,4,N,0.28,3.63,None,5.32,1.99,5,MOL,-1,33,6,2,1,435.1107,-0.59,ACID,C27H17NO5,O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)oc(=O)c1ccccc12,KWLDLJHPVBNVLM-UHFFFAOYSA-N
CHEMBL199845,,,Small molecule,,703.65,1,1,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,703.4301,None,None,C31H54BN11O7,CCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)B(O)O,IOMSBGSLPRBBIF-ZJZGAYNASA-N
CHEMBL4862682,,,Unknown,,440.55,4,4,4.04,101.74,6,3,0,7,N,0.4,None,10.38,3.22,-1.34,4,MOL,-1,33,7,4,0,440.2325,-0.75,BASE,C26H28N6O,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(-c3cn[nH]c3)cc2)cc1,MYADMJMAENDCBG-UHFFFAOYSA-N
CHEMBL4587495,,,Unknown,,373.54,2,2,5.57,46.61,3,0,1,6,N,0.66,None,None,5.6,5.6,1,MOL,-1,27,4,0,1,373.2617,0.12,NEUTRAL,C23H35NO3,CCCCC1C(C(=O)CC)C(c2ccccc2)CCN1C(=O)OC(C)(C)C,NFEFTKKLHVHLBP-UHFFFAOYSA-N
CHEMBL4545306,,,Unknown,,802.93,6,12,2.14,277.12,10,10,2,22,N,0.03,11.58,13.08,0.6,-3.48,3,MOL,-1,58,18,12,3,802.4126,-0.13,BASE,C40H54N10O8,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccccc1,GMBVPACDQMRKCT-IZJPQAJZSA-N
CHEMBL4642885,,,Unknown,,656.53,5,9,6.09,93.45,4,3,2,13,N,0.23,12.05,9.28,5.68,3.83,3,MOL,-1,37,6,4,2,541.1899,-0.9,BASE,C31H34Cl2F3N3O5,CCCCCC(=O)N[C@@H](C(=O)NCc1ccc(CN)cc1)c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1.O=C(O)C(F)(F)F,YXONDJBKEKNMHT-LNLSOMNWSA-N
CHEMBL1867311,,,Small molecule,,534.93,10,12,4.3,180.46,9,4,1,10,N,0.17,4.15,3.41,4.62,1.74,3,MOL,-1,36,12,4,2,534.0612,-1.71,ACID,C22H19ClN4O8S,CCOc1cc(/C=N/Nc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc(Cl)c1O,LAPZBEFOWGRXEN-WYMPLXKRSA-N
CHEMBL4574992,,,Unknown,,614.75,4,6,1.21,218.31,6,8,2,17,N,0.06,11.67,12.07,0.76,-3.81,3,MOL,-1,45,12,11,3,614.3329,-0.04,BASE,C33H42N8O4,N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NC(C(N)=O)(c1ccccc1)c1ccccc1,OMVLCZVIVBFYPR-SVBPBHIXSA-N
CHEMBL267548,PROTOPORPHYRIN,,Small molecule,,562.67,77,154,7.5,131.96,4,4,2,8,N,0.22,3.62,5.03,6.88,2.33,3,MOL,-1,42,8,4,2,562.258,0.64,ACID,C34H34N4O4,C=CC1=C(C)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C=C)c(C)c4CCC(=O)O)C(CCC(=O)O)=C3C,OXTIQTUKEUGAPP-UJJXFSCMSA-N
CHEMBL4458863,,,Unknown,,401.47,1,1,2.8,84.66,4,2,0,7,N,0.6,11.9,7.22,2.59,2.37,3,MOL,-1,30,6,3,0,401.1739,-0.59,NEUTRAL,C24H23N3O3,N[C@@H](C(=O)N[C@H]1CN(c2ccccc2)C1=O)c1ccc(OCc2ccccc2)cc1,HVUOIXVLPIIDQS-FCHUYYIVSA-N
CHEMBL1302957,,,Small molecule,,444.92,12,13,3.54,77.92,5,1,0,4,N,0.57,3.32,None,3.59,0.16,2,MOL,-1,29,6,1,0,444.0005,-1.57,ACID,C20H13ClN2O4S2,O=C(O)CN1C(=O)/C(=C2\C(=O)N(Cc3ccccc3Cl)c3ccccc32)SC1=S,SYRWCMVZBIORDX-WUKNDPDISA-N
CHEMBL4640021,,,Unknown,,711.74,6,10,5.95,129.33,4,5,2,12,N,0.09,12.17,10.28,5.67,3.48,5,MOL,-1,45,8,6,3,597.274,-0.85,BASE,C39H36F3N5O5,N=C(N)Nc1ccc(CNC(=O)[C@@H](NC(=O)Cc2ccc(-c3ccccc3)cc2)c2ccc(OCc3ccccc3)cc2)cc1.O=C(O)C(F)(F)F,OUGVJYOOQLTTQP-XLQCLRHOSA-N
CHEMBL1722512,,,Small molecule,,526.45,17,18,5.95,74.68,3,1,2,5,N,0.45,3.23,None,6.47,3.03,3,MOL,-1,33,5,1,2,525.0609,-0.41,ACID,C26H24BrNO4S,Cc1ccc([C@@H]2CC=C(C(=O)O)[C@H](c3ccc(Br)cc3)N2S(=O)(=O)c2ccc(C)cc2)cc1,CRKUILBKKOBSAO-DQEYMECFSA-N
CHEMBL4466222,,,Unknown,,789.94,4,4,2.63,233.86,8,8,2,21,N,0.03,11.48,11.8,1.39,-2.86,4,MOL,-1,58,15,10,3,789.3962,-0.36,BASE,C43H51N9O6,N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(=O)N[C@@H]1CN(c2ccccc2)C1=O)c1ccc(OCc2ccccc2)cc1,QMURFXVBFVKUNB-DNMDQSTESA-N
CHEMBL1462906,,,Small molecule,,387.39,30,37,5.03,69.8,5,1,1,4,N,0.5,10.88,None,6.04,6.04,3,MOL,-1,27,4,1,1,387.0653,-1.98,NEUTRAL,C19H12F3N3OS,N#Cc1c(O)nc(SCc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,VLQLCRVTTSCBBQ-UHFFFAOYSA-N
CHEMBL1400203,,,Small molecule,,266.25,24,29,2.58,63.6,4,1,0,1,N,0.37,8.69,None,3.24,3.22,2,MOL,-1,20,4,1,0,266.0579,0.04,NEUTRAL,C16H10O4,O=C1Oc2ccccc2C(=O)/C1=C/c1ccccc1O,CXOKVBPWTHFGTN-XFXZXTDPSA-N
CHEMBL1335410,,,Small molecule,,282.39,27,34,2.24,65.72,4,2,0,1,N,0.84,9.14,None,3.3,3.29,2,MOL,-1,18,4,2,0,282.0497,-0.63,NEUTRAL,C12H14N2O2S2,CCC1(C)Cc2c(sc3[nH]c(=O)[nH]c(=O)c23)CS1,JUQCFBFVMLSKFD-UHFFFAOYSA-N
CHEMBL1549172,,,Small molecule,,373.35,45,59,2.33,118.85,7,1,0,4,N,0.38,6.56,None,2.53,1.66,2,MOL,-1,26,9,1,0,373.0369,-2.05,NEUTRAL,C16H11N3O6S,COc1cccc(N2C(=O)NC(=O)/C(=C/c3ccc([N+](=O)[O-])s3)C2=O)c1,UMWKECNWLQGLGP-WQLSENKSSA-N
CHEMBL1448709,,,Small molecule,,361.49,24,28,3.94,57.61,4,1,0,5,N,0.64,3.85,None,4.67,1.43,1,MOL,-1,24,4,1,0,361.0806,-0.81,ACID,C18H19NO3S2,CC(/C=C1\SC(=S)N(C(C(=O)O)C(C)C)C1=O)=C\c1ccccc1,WZSFHXDLBDYXPF-FNIWZSMSSA-N
CHEMBL1510455,,,Small molecule,,373.35,46,63,2.33,118.85,7,1,0,4,N,0.38,6.56,None,2.53,1.66,2,MOL,-1,26,9,1,0,373.0369,-1.86,NEUTRAL,C16H11N3O6S,COc1ccc(N2C(=O)NC(=O)/C(=C\c3ccc([N+](=O)[O-])s3)C2=O)cc1,KFLJCZCQHOHEJD-XYOKQWHBSA-N
CHEMBL399910,PINOCEMBRIN,(2S)-Pinocembrin|DIHYDROCHRYSIN|GALANGIN FLAVANONE|NSC-279005|NSC-43318|PINOCEMBRIN,Small molecule,2,256.26,59,145,2.8,66.76,4,2,0,1,N,0.82,7.87,None,3.14,3.01,2,MOL,0,19,4,2,0,256.0736,1.65,NEUTRAL,C15H12O4,O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21,URFCJEUYXNAHFI-ZDUSSCGKSA-N
CHEMBL4446364,,,Unknown,,523.64,6,8,6.75,113.9,4,4,2,7,N,0.14,None,11.64,6.02,1.21,6,MOL,-1,40,6,6,3,523.2372,-0.48,BASE,C34H29N5O,COc1cccc(Cn2c3ccc(-c4cccc(C(=N)N)c4)cc3c3cc(-c4cccc(C(=N)N)c4)ccc32)c1,AYEZKKWKRGKLFW-UHFFFAOYSA-N
CHEMBL1398964,,,Small molecule,,410.74,60,81,4.54,83.11,4,1,0,4,N,0.75,2.86,None,4.56,1.07,2,MOL,-1,28,6,1,0,410.0281,-1.41,ACID,C18H10ClF3N2O4,O=C(O)c1cc(N2N=C(C(F)(F)F)/C(=C/C=C/c3ccco3)C2=O)ccc1Cl,SOXPXFNHPPANGT-AVFBQEPNSA-N
