ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Np Likeness Score,Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL4875563,,,Unknown,,366.37,9,15,3.09,103.01,5,3,0,3,N,0.62,8.33,None,2.27,2.23,3,MOL,-1,27,7,3,0,366.1216,-0.9,NEUTRAL,C20H18N2O5,O=C(Nc1ccccc1)[C@@H]1CCCN1C(=O)c1cc2cc(O)c(O)cc2o1,LZGLYQJZXIDNFD-AWEZNQCLSA-N
CHEMBL4872301,,,Unknown,,407.47,2,2,2.32,128.62,7,4,0,5,N,0.48,7.62,0.16,3.01,2.8,3,MOL,-1,27,8,4,0,407.061,-1.78,NEUTRAL,C17H17N3O5S2,Cc1ccc(S(=O)(=O)N[C@@H](C)C(=O)Nc2nc3cc(O)c(O)cc3s2)cc1,BOIOWPAOAAIYGV-JTQLQIEISA-N
CHEMBL4857961,,,Unknown,,286.31,3,8,2.96,82.45,5,3,0,2,N,0.63,8.25,None,2.98,2.92,3,MOL,-1,20,5,3,0,286.0412,-1.41,NEUTRAL,C14H10N2O3S,O=C(Nc1ccccc1)c1nc2cc(O)c(O)cc2s1,FFGJWZOEILCTNT-UHFFFAOYSA-N
CHEMBL4847872,,,Unknown,,365.39,2,2,2.82,105.66,4,4,0,3,N,0.54,8.69,None,2.21,2.19,3,MOL,-1,27,7,4,0,365.1376,-1.1,NEUTRAL,C20H19N3O4,O=C(Nc1ccccc1)[C@@H]1CCCN1C(=O)c1cc2cc(O)c(O)cc2[nH]1,AVFBOWBIMYCNDP-INIZCTEOSA-N
CHEMBL4853600,,,Unknown,,380.4,8,9,3.48,103.01,5,3,0,3,N,0.6,8.33,None,2.72,2.67,3,MOL,-1,28,7,3,0,380.1372,-0.88,NEUTRAL,C21H20N2O5,O=C(Nc1ccccc1)[C@@H]1CCCCN1C(=O)c1cc2cc(O)c(O)cc2o1,VFDBZJHPOCOKKE-HNNXBMFYSA-N
CHEMBL5194226,,,,,335.43,1,1,3.29,100.63,6,2,0,8,N,0.57,9.57,2.39,3.48,3.47,2,MOL,0,23,7,2,0,335.1416,-0.83,NEUTRAL,C15H21N5O2S,CCCCC(=O)Nc1nc(SC(=O)CCCC)c2nc[nH]c2n1,HIJYUUHMNCHCQM-UHFFFAOYSA-N
CHEMBL5170076,,,,,778.96,1,2,-5.15,372.09,14,14,3,14,N,0.03,3.49,15.09,-8.67,-14.1,0,MOL,0,52,21,18,3,778.3578,0.92,ZWITTERION,C29H54N12O9S2,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC1=O,SVEAIJTXNTWBCP-PXQJOHHUSA-N
CHEMBL5081752,,,Unknown,,437.28,1,2,2.27,130.3,8,2,0,4,N,0.47,None,2.3,2.66,2.66,3,MOL,-1,26,8,4,0,435.9841,-1.19,NEUTRAL,C16H13BrN4O4S,Nc1ccc(C(=O)Oc2cc(N)n(S(=O)(=O)c3ccc(Br)cc3)n2)cc1,WAEVPJLMBGHPCB-UHFFFAOYSA-N
CHEMBL5076208,,,Unknown,,441.39,1,1,2.95,113.51,8,1,0,5,N,0.61,None,None,3.44,3.44,3,MOL,-1,30,8,2,0,441.0606,-1.28,NEUTRAL,C18H14F3N3O5S,COc1ccc(C(=O)Oc2cc(N)n(S(=O)(=O)c3ccc(C(F)(F)F)cc3)n2)cc1,CNNUPKJBUNXXQR-UHFFFAOYSA-N
CHEMBL5071000,,,Unknown,,449.49,1,1,4.02,113.51,8,1,0,6,N,0.44,None,None,4.74,4.74,4,MOL,-1,32,8,2,0,449.1045,-1.12,NEUTRAL,C23H19N3O5S,Cc1ccc(C(=O)Oc2cc(N)n(S(=O)(=O)c3ccc(Oc4ccccc4)cc3)n2)cc1,DJPURGUMXNHTIC-UHFFFAOYSA-N
CHEMBL5075008,,,Unknown,,450.48,1,2,3.3,139.53,9,2,0,6,N,0.34,None,2.3,3.39,3.39,4,MOL,-1,32,9,4,0,450.0998,-1.01,NEUTRAL,C22H18N4O5S,Nc1ccc(C(=O)Oc2cc(N)n(S(=O)(=O)c3ccc(Oc4ccccc4)cc3)n2)cc1,JNCUTNPRCFBPNE-UHFFFAOYSA-N
CHEMBL5083949,,,Unknown,,456.36,1,1,2.85,147.42,9,1,0,5,N,0.35,None,None,3.54,3.54,3,MOL,-1,31,10,2,0,456.0351,-1.56,NEUTRAL,C17H11F3N4O6S,Nc1cc(OC(=O)c2ccc([N+](=O)[O-])cc2)nn1S(=O)(=O)c1ccc(C(F)(F)F)cc1,XIYUXTYDYXMKLW-UHFFFAOYSA-N
CHEMBL5094419,,,Unknown,,425.39,1,1,3.25,104.28,7,1,0,4,N,0.64,None,None,4.11,4.11,3,MOL,-1,29,7,2,0,425.0657,-1.41,NEUTRAL,C18H14F3N3O4S,Cc1ccc(C(=O)Oc2cc(N)n(S(=O)(=O)c3ccc(C(F)(F)F)cc3)n2)cc1,YSOKXWGATQHEQM-UHFFFAOYSA-N
CHEMBL4869395,,,Unknown,,501.63,4,5,5.52,110.52,4,3,2,14,N,0.25,11.95,None,5.38,5.38,3,MOL,-1,37,7,4,2,501.2628,-0.96,NEUTRAL,C30H35N3O4,CCCCCCCC(=O)N[C@H](C(=O)Nc1cccc(C(N)=O)c1)c1ccc(OCc2ccccc2)cc1,DDOQLWVUECGDHQ-NDEPHWFRSA-N
CHEMBL1317077,,,Small molecule,,503.66,27,33,6.49,74.68,3,1,2,5,N,0.43,3.91,None,7.25,4.04,3,MOL,-1,36,5,1,2,503.213,-0.48,ACID,C30H33NO4S,Cc1ccc([C@@H]2CC=C(C(=O)O)[C@H](c3ccc(C(C)(C)C)cc3)N2S(=O)(=O)c2ccc(C)cc2)cc1,KUBDPRSHRVANQQ-NSOVKSMOSA-N
CHEMBL1350220,,,Small molecule,,506.61,14,15,2.59,139.7,12,3,2,8,N,0.31,6.39,None,3.4,1.89,3,MOL,-1,34,10,3,1,506.1294,-0.38,ACID,C22H26N4O6S2,CCn1c(SC)nc(=O)c(C(c2ccc(OC)c(O)c2)c2c(O)n(CC)c(SC)nc2=O)c1O,XWHNRKUCSVITFZ-UHFFFAOYSA-N
CHEMBL1411221,,,Small molecule,,473.58,12,14,4.26,110.64,8,2,0,7,N,0.39,3.62,1.41,4.98,1.65,3,MOL,-1,32,8,2,0,473.1079,-1.64,ACID,C22H23N3O5S2,COc1cc(NC(=O)CSc2ncnc3sc4c(c23)CCC(C)C4)c(C(=O)O)cc1OC,RKPNOUNVWPRZAU-UHFFFAOYSA-N
CHEMBL3190381,,,Small molecule,,377.33,26,33,2.04,88.38,6,2,0,2,N,0.78,6.99,None,3.47,3.01,2,MOL,-1,27,7,2,0,377.11,-1.27,NEUTRAL,C17H14F3N5O2,O=C1Nn2c(nc3c(c2=O)CCCC3)/C1=N/Nc1cccc(C(F)(F)F)c1,ZUGDHVGQUMCMSJ-QRVIBDJDSA-N
CHEMBL5201148,,,,,389.22,6,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,389.1435,None,None,C22H20BNO5,COc1cccc(COc2cccc(C(=O)Nc3ccc4c(c3)B(O)OC4)c2)c1,DBTWLUWDUBDCRK-UHFFFAOYSA-N
CHEMBL5175929,,,,,323.57,7,10,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,323.019,None,None,C13H11BClNO4S,O=S(=O)(Nc1ccc2c(c1)B(O)OC2)c1ccc(Cl)cc1,UFTFQMVMEFJZFR-UHFFFAOYSA-N
CHEMBL1402117,,,Small molecule,,437.3,45,56,3.3,101.25,9,4,0,1,N,0.27,8.22,0.06,5.25,5.19,3,MOL,-1,25,7,2,0,435.9299,-0.41,NEUTRAL,C15H9BrN4O3S2,Oc1nc(S)nc2c1C(c1ccc(Br)cc1)c1c(O)nc(S)nc1O2,ZTAHCRBSESSJBQ-UHFFFAOYSA-N
CHEMBL1371004,,,Small molecule,,370.82,33,39,4.87,76.22,5,1,0,4,N,0.41,4.54,1.15,5.19,2.4,4,MOL,-1,25,5,1,0,370.0179,-1.17,ACID,C18H11ClN2O3S,O=C(O)CSc1nc(-c2ccc(Cl)cc2)nc2c1oc1ccccc12,HFVNNRWQEUJIFN-UHFFFAOYSA-N
CHEMBL1370977,,,Small molecule,,505.67,32,53,5.11,51.71,5,1,2,5,N,0.41,None,7.89,5.43,4.8,4,MOL,-1,38,6,1,2,505.2842,-1.61,NEUTRAL,C32H35N5O,Cc1cc(N2CCN(C)CC2)ccc1NC(=O)c1c2c(nc3ccccc13)CCN(Cc1ccccc1)C2,FJZHGDHTWMAUJR-UHFFFAOYSA-N
CHEMBL1502247,,,Small molecule,,405.46,30,34,5.44,70.64,5,2,1,2,N,0.47,4.02,None,5.73,3.07,4,MOL,-1,31,5,2,1,405.1477,-0.61,ACID,C26H19N3O2,Cc1cccc(C2C3=C(O)c4ccccc4C3=Nc3nn(-c4ccccc4)c(O)c32)c1,SNQAHNHNIPJPTK-UHFFFAOYSA-N
CHEMBL1542987,,,Small molecule,,445.99,20,23,2.15,115.45,7,1,0,9,N,0.27,-2.01,None,-2.3,-5.85,2,MOL,-1,25,7,1,0,444.9549,-0.91,ACID,C13H16ClNO6S4,O=S(=O)([O-])CCC[n+]1c(SCCCS(=O)(=O)O)sc2ccc(Cl)cc21,WMWBBWXKVNVBAW-UHFFFAOYSA-N
CHEMBL4802111,,,Unknown,,629.68,7,11,4.3,129.33,4,5,1,14,N,0.12,12.38,11.75,3.79,1.73,3,MOL,-1,38,8,6,2,515.2896,-0.61,BASE,C32H38F3N5O5,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(CNC(=N)N)cc1)c1ccc(OCc2ccccc2)cc1.O=C(O)C(F)(F)F,ZSBYMYRZOKDVDY-JCOPYZAKSA-N
CHEMBL1535285,,,Small molecule,,408.8,34,43,3.76,99.85,4,2,0,4,N,0.51,2.94,None,3.32,-0.45,3,MOL,-1,29,7,2,0,408.0513,-1.31,ACID,C21H13ClN2O5,O=C1NN(c2ccccc2)C(=O)/C1=C/c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1,BWOAQNUVYKZNFJ-LFIBNONCSA-N
CHEMBL1412785,,,Small molecule,,337.29,17,24,2.26,109.62,5,1,0,3,N,0.4,6.56,None,2.61,1.74,2,MOL,-1,25,8,1,0,337.0699,-1.6,NEUTRAL,C17H11N3O5,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C\c1ccccc1[N+](=O)[O-],YECHRKVDYMBEAV-RAXLEYEMSA-N
CHEMBL1414222,,,Small molecule,,257.33,37,44,3.49,49.33,2,2,0,2,N,0.8,4.73,2.86,3.02,0.51,1,MOL,-1,19,3,2,0,257.1416,0.31,ACID,C16H19NO2,CC(C)C1Nc2ccc(C(=O)O)cc2C2C=CCC21,IPGTXKITVRJXEC-UHFFFAOYSA-N
CHEMBL4453926,,,Unknown,,278.32,5,7,0.02,150.1,4,6,1,6,N,0.19,None,12.06,-0.12,-4.45,1,MOL,-1,20,8,8,1,278.1491,-0.43,BASE,C12H18N6O2,N=C(N)NCCCOC(=O)c1ccc(NC(=N)N)cc1,GPOYOBOURQLEKM-UHFFFAOYSA-N
CHEMBL1455803,,,Small molecule,,328.11,20,24,3.27,109.38,6,2,0,3,N,0.66,9.14,None,4.44,4.43,2,MOL,-1,21,7,2,0,326.9814,-1.24,NEUTRAL,C12H7Cl2N3O4,O=[N+]([O-])c1c(O)nc(O)nc1/C=C/c1ccc(Cl)cc1Cl,JNLJIKYEDOPSIG-DUXPYHPUSA-N
CHEMBL1580660,,,Small molecule,,425.77,45,53,5.63,59.06,5,1,1,4,N,0.59,6.53,None,5.43,4.77,3,MOL,-1,23,4,1,1,423.8735,-2.36,NEUTRAL,C13H7Cl3N2O2S3,O=S(=O)(Nc1nc(-c2sccc2Cl)cs1)c1cc(Cl)ccc1Cl,XZCBMBTUYMYVPQ-UHFFFAOYSA-N
CHEMBL1605235,,,Small molecule,,379.12,44,57,4.38,119.65,6,1,0,3,N,0.53,3.7,None,4.04,2.15,3,MOL,-1,23,8,1,0,377.9487,-0.11,ACID,C14H7BrN2O6,O=[N+]([O-])c1cc([N+](=O)[O-])c2oc(-c3ccccc3)c(Br)c2c1O,HSRCLZZBSKZNHY-UHFFFAOYSA-N
CHEMBL4851607,,,Unknown,,573.73,3,3,6.37,99.64,8,1,2,9,N,0.3,None,10.35,7.09,4.32,3,MOL,-1,42,8,1,2,573.3203,-0.36,BASE,C34H43N3O5,CC(C)(C)C(=O)OCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(COC(=O)C(C)(C)C)cc2)cc1,NCLBNIDAWQMBEB-UHFFFAOYSA-N
CHEMBL5192980,,,,,452.47,2,3,5.52,128.27,8,1,1,6,N,0.3,11.22,None,5.96,5.96,4,MOL,0,31,9,1,1,452.0249,-2.17,NEUTRAL,C20H12N4O5S2,O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)c1ccccc1Sc1ccc([N+](=O)[O-])cc1,LBAJRZDDUFBRKF-UHFFFAOYSA-N
CHEMBL1402954,,,Small molecule,,392.25,23,28,3.37,74.92,5,0,0,6,N,0.7,None,None,2.51,2.51,1,MOL,-1,24,6,0,0,391.0532,-1.03,NEUTRAL,C17H18BrN3O3,CCOc1c(Br)cc(/C=C2\C(=O)N(CCC#N)N=C2C)cc1OC,JUOJBNSPGXXVAB-JYRVWZFOSA-N
CHEMBL4865376,,,Unknown,,483.57,2,2,3.54,128.62,7,4,0,7,N,0.3,7.62,0.16,4.67,4.46,4,MOL,-1,33,8,4,0,483.0923,-1.38,NEUTRAL,C23H21N3O5S2,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)Nc2nc3cc(O)c(O)cc3s2)cc1,QAOTWRVLPPVMBM-SFHVURJKSA-N
CHEMBL1968789,,,Small molecule,,357.39,49,67,2.9,103.48,8,3,0,5,N,0.37,8.54,2.54,2.92,2.89,3,MOL,-1,25,7,3,0,357.0783,-1.07,NEUTRAL,C17H15N3O4S,C=CC/N=c1\scc(-c2ccco2)n1/N=C/c1ccc(O)c(O)c1O,YEIYHBVAYULOAK-PZFQXLDKSA-N
CHEMBL1392718,,,Small molecule,,327.3,15,15,0.56,106.5,6,2,0,3,N,0.49,6.83,None,0.73,0.07,2,MOL,-1,24,8,2,0,327.0855,-1.2,NEUTRAL,C16H13N3O5,COC(=O)Cn1cc(C=C2C(=O)NC(=O)NC2=O)c2ccccc21,AVKCIMOBZAKBPT-UHFFFAOYSA-N
CHEMBL1728065,,,Small molecule,,454.57,92,106,4.92,64.01,5,2,0,6,N,0.4,7.81,5.22,6.18,6.03,4,MOL,-1,34,5,2,0,454.2256,0.04,NEUTRAL,C29H30N2O3,CN(C)c1ccc(Cc2cc3c(O)ccc(O)c3cc(Cc3ccc(N(C)C)cc3)c2=O)cc1,ZKHPWXJFZAWDGA-UHFFFAOYSA-N
CHEMBL379110,PANDURATIN A,,Small molecule,,406.52,16,99,6.01,66.76,4,2,1,6,N,0.46,8.87,None,6.98,6.97,2,MOL,-1,30,4,2,1,406.2144,1.66,NEUTRAL,C26H30O4,COc1cc(O)c(C(=O)[C@@H]2[C@H](CC=C(C)C)C(C)=CC[C@H]2c2ccccc2)c(O)c1,LYDZCXVWCFJAKQ-ZFGGDYGUSA-N
CHEMBL3194554,,,Small molecule,,605.63,25,30,1.77,127.5,9,1,1,7,N,0.35,3.46,2.53,2.97,-0.15,3,MOL,-1,39,10,1,1,545.1257,-1.1,ACID,C30H27N3O9S,C=CCOC(=O)C1=C(C)N=c2s/c(=C3\C(=O)N(CC(=O)O)c4ccccc43)c(=O)n2C1c1ccc(OC)cc1.CC(=O)O,BXQHEFDSEOASAL-WKKHQKTCSA-N
CHEMBL1340633,,,Small molecule,,484.51,123,144,6.25,117.12,6,4,1,9,N,0.22,3.52,None,8.1,1.6,4,MOL,-1,36,8,4,1,484.1634,-0.34,ACID,C28H24N2O6,COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,IQZIRNIZQHVBMB-UHFFFAOYSA-N
CHEMBL4876865,,,Unknown,,438.58,4,4,5.55,76.11,5,3,1,7,N,0.35,None,10.39,4.52,-0.1,4,MOL,-1,33,5,4,1,438.242,-0.21,BASE,C28H30N4O,NCc1ccc(-c2ccc(NCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2)cc1,IVPPSTGPCCFZIK-UHFFFAOYSA-N
CHEMBL1509676,,,Small molecule,,466.83,32,45,3.55,126.15,6,2,0,5,N,0.33,2.94,None,3.32,-0.56,3,MOL,-1,33,9,2,0,466.0568,-1.16,ACID,C23H15ClN2O7,COC(=O)c1ccc(N2NC(=O)/C(=C/c3ccc(-c4ccc(Cl)c(C(=O)O)c4)o3)C2=O)cc1,KOWFRUBMSHYORP-BOPFTXTBSA-N
CHEMBL1472217,,,Small molecule,,397.39,27,35,4.08,91.75,4,1,0,5,N,0.4,3.49,None,4.15,0.77,3,MOL,-1,30,6,1,0,397.095,-0.5,ACID,C24H15NO5,O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(/C=C/C(=O)c3ccccc3)cc1)C2=O,KLXAQNORHSCOFZ-MDWZMJQESA-N
CHEMBL221415,,,Small molecule,,435.53,30,40,4.13,75.43,6,1,0,5,N,0.48,3.55,1.32,5.07,1.71,3,MOL,-1,30,6,1,0,435.0711,-2.05,ACID,C22H17N3O3S2,Cc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(CC(=O)O)C2=O)cc1,YHIIYOQGBHJAFL-WQRHYEAKSA-N
CHEMBL1560577,,,Small molecule,,533.25,31,36,5.62,66.84,5,1,2,6,N,0.38,2.78,None,5.99,2.49,2,MOL,-1,29,5,1,2,530.8768,-1.85,ACID,C19H12BrCl2NO4S2,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccc(Cl)cc2Cl)SC1=S,YQFPNWIOCSQBLV-OMCISZLKSA-N
CHEMBL1553837,,,Small molecule,,311.34,25,31,1.25,77.84,5,2,0,5,N,0.74,None,0.14,1.65,1.65,2,MOL,-1,23,5,2,0,311.1158,-0.1,NEUTRAL,C18H17NO4,O=C1c2ccccc2C(=O)c2c1cccc2N(CCO)CCO,JEWJHTTZILLULZ-UHFFFAOYSA-N
CHEMBL1341444,,,Small molecule,,390.42,37,46,3.43,75.71,5,1,0,4,N,0.32,6.88,None,4.01,3.51,3,MOL,-1,28,6,1,0,390.0674,-1.53,NEUTRAL,C21H14N2O4S,O=C1NN(c2ccccc2)C(=O)/C1=C\c1cccc(OC(=O)c2cccs2)c1,ANOYFQPLVKLBHM-LGMDPLHJSA-N
CHEMBL4868018,,,Unknown,,416.57,3,3,4.55,60.16,3,3,0,5,N,0.57,None,10.05,3.78,1.22,3,MOL,-1,31,5,3,0,416.2576,-0.92,BASE,C26H32N4O,O=C(NCC1CCNCC1)c1cc2cc(-c3ccc(N4CCCCC4)cc3)ccc2[nH]1,CXVWDWJJGUOPAU-UHFFFAOYSA-N
CHEMBL4864503,,,Unknown,,571.63,4,6,6.27,119.75,5,3,2,11,N,0.17,11.76,None,5.81,5.81,5,MOL,-1,43,8,4,2,571.2107,-1.08,NEUTRAL,C35H29N3O5,NC(=O)c1cccc(NC(=O)[C@@H](NC(=O)c2cccc(Oc3ccccc3)c2)c2ccc(OCc3ccccc3)cc2)c1,HDQRAWQBCRVHIB-YTTGMZPUSA-N
CHEMBL4855771,,,Unknown,,474.6,4,5,5.33,76.66,4,2,1,13,N,0.33,12,None,5.19,5.19,3,MOL,-1,35,6,2,1,474.2519,-0.77,NEUTRAL,C29H34N2O4,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(OC)cc1)c1ccc(OCc2ccccc2)cc1,KYXOIMDLSYRGGJ-NDEPHWFRSA-N
CHEMBL4869765,,,Unknown,,363.46,3,3,3.57,66.15,3,3,0,5,N,0.65,None,10.05,2.66,0.11,3,MOL,-1,27,5,3,0,363.1947,-0.59,BASE,C22H25N3O2,COc1ccc(-c2ccc3cc(C(=O)NCC4CCNCC4)[nH]c3c2)cc1,WEGCCPFCAZRGPM-UHFFFAOYSA-N
CHEMBL4862793,,,Unknown,,323.4,5,7,3.16,70.06,3,3,0,4,N,0.69,None,10.05,1.96,-0.6,3,MOL,-1,24,5,3,0,323.1634,-0.38,BASE,C19H21N3O2,O=C(NCC1CCNCC1)c1cc2ccc(-c3ccoc3)cc2[nH]1,WTTOXJPIYYZQSP-UHFFFAOYSA-N
CHEMBL4866851,,,Unknown,,503.6,4,5,4.44,116.76,5,4,1,13,N,0.16,9.05,None,4.2,4.19,3,MOL,-1,37,8,4,1,503.242,-0.83,NEUTRAL,C29H33N3O5,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(C(=O)NO)cc1)c1ccc(OCc2ccccc2)cc1,KPGMMFDREAJXRT-MHZLTWQESA-N
CHEMBL4859876,,,Unknown,,556.49,5,7,5.73,110.52,4,3,2,13,N,0.23,11.34,None,5.41,5.41,3,MOL,-1,38,7,4,2,555.1692,-1.1,NEUTRAL,C29H31Cl2N3O4,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(C(N)=O)cc1)c1ccc(OCc2c(Cl)cccc2Cl)cc1,QHPJKOYFWJXEGF-MHZLTWQESA-N
CHEMBL1256915,,,Small molecule,,334.37,20,32,1.76,26.71,3,1,0,0,Y,0.72,10.24,6.7,2.43,2.35,1,MOL,-1,16,3,1,0,218.1419,1.9,NEUTRAL,C17H22N2O5,CN1CC[C@@]2(C)c3cc(O)ccc3N(C)[C@@H]12.O=C(O)/C=C/C(=O)O,PBZRRADJWNBPNY-XDRMOJKASA-N
CHEMBL1381149,,,Small molecule,,418.41,44,56,3.28,98.08,6,1,0,5,N,0.3,6.98,None,3.51,3.06,3,MOL,-1,31,8,1,0,418.1165,-1.17,NEUTRAL,C23H18N2O6,COc1cc(/C=C2/C(=O)NN(c3cccc(C)c3)C2=O)ccc1OC(=O)c1ccco1,LRPXOVKZJSLAFG-ATVHPVEESA-N
CHEMBL3183391,,,Small molecule,,480.57,36,43,3.49,109.74,5,1,0,6,N,0.58,9.86,None,3.88,3.88,3,MOL,-1,33,7,1,0,480.0814,-0.93,NEUTRAL,C24H20N2O5S2,CCc1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,BVHFEGZKDGKGSM-YYDJUVGSSA-N
CHEMBL1365198,,,Small molecule,,457.49,18,22,3.07,98.69,8,0,0,6,N,0.48,None,None,3.03,3.03,2,MOL,-1,34,8,0,0,457.1638,0.82,NEUTRAL,C26H23N3O5,COC/C=C/C1=CC2=CC(=O)C(C)(OC(=O)c3cnc4ccccc4n3)C(=O)C2=CN1C1CC1,GRKDHANNSMACDX-AATRIKPKSA-N
CHEMBL590799,CAMOSTAT,CAMOSTAT,Small molecule,3,398.42,28,63,1.39,134.81,6,3,0,7,N,0.28,None,8.54,1.51,0.36,2,MOL,0,29,9,4,0,398.159,-0.88,BASE,C20H22N4O5,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,XASIMHXSUQUHLV-UHFFFAOYSA-N
CHEMBL1871771,,,Small molecule,,425.47,7,8,2.16,111.29,6,1,0,6,N,0.56,10.06,None,2.1,2.1,2,MOL,-1,30,8,2,0,425.1045,-1.54,NEUTRAL,C21H19N3O5S,C#CCOc1ccc(/C=C2/C(=O)N(c3ccc(S(N)(=O)=O)cc3)N=C2C)cc1OC,SQTYMEXLHWQARM-LDADJPATSA-N
CHEMBL1718737,,,Small molecule,,261.28,108,121,3.27,39.07,3,0,0,0,N,0.62,None,None,2.84,2.84,3,MOL,-1,20,3,0,0,261.079,0.6,NEUTRAL,C17H11NO2,Cn1c2ccccc2c2ccc3c(c21)C(=O)C=CC3=O,IUPDQKLAXUTBLE-UHFFFAOYSA-N
CHEMBL5086748,,,Unknown,,392.82,1,1,2.16,130.3,8,2,0,4,N,0.51,None,2.3,2.5,2.5,3,MOL,-1,26,8,4,0,392.0346,-1.29,NEUTRAL,C16H13ClN4O4S,Nc1ccc(C(=O)Oc2cc(N)n(S(=O)(=O)c3ccc(Cl)cc3)n2)cc1,DAXBZALXVGMIRN-UHFFFAOYSA-N
CHEMBL4871256,,,Unknown,,355.2,2,2,4.27,82.45,5,3,0,2,N,0.6,8.26,0.15,4.49,4.43,3,MOL,-1,22,5,3,0,353.9633,-1.86,NEUTRAL,C14H8Cl2N2O3S,O=C(Nc1nc2cc(O)c(O)cc2s1)c1ccc(Cl)c(Cl)c1,FTHRPHFELISHGC-UHFFFAOYSA-N
CHEMBL5184844,,,,,264.09,6,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,264.107,None,None,C15H13BN2O2,N#Cc1ccc(CNc2ccc3c(c2)B(O)OC3)cc1,FJRFWJVFKLLXHC-UHFFFAOYSA-N
CHEMBL4435880,,,Unknown,,355.49,3,9,2.66,63.05,5,1,0,5,N,0.9,None,9.14,1.31,-0.58,2,MOL,-1,26,6,1,0,355.2372,-1.3,BASE,C20H29N5O,Cc1cncn1C(C)C(=O)NCc1cccnc1C1CCCN(C)CC1,LCFCRUDLPGTLCB-UHFFFAOYSA-N
CHEMBL1400512,,,Small molecule,,542.39,64,93,5.34,98.77,6,1,2,8,N,0.45,9.89,None,4.85,4.84,2,MOL,-1,32,7,1,2,541.0324,-0.16,NEUTRAL,C22H25BrNO6PS,CC(C)OP(=O)(OC(C)C)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c2ccccc21,WYWVFHQWDDIXIR-UHFFFAOYSA-N
CHEMBL1365018,,,Small molecule,,304.26,16,18,0.41,121.65,6,2,0,3,N,0.36,6.83,None,0.83,0.18,1,MOL,-1,22,9,2,0,304.0808,-1.15,NEUTRAL,C13H12N4O5,CN(C)c1ccc(C=C2C(=O)NC(=O)NC2=O)cc1[N+](=O)[O-],INCCZBKYRPVEAS-UHFFFAOYSA-N
CHEMBL4857545,,,Unknown,,268.27,2,2,2.83,85.35,3,4,0,2,N,0.54,8.69,None,2.48,2.46,3,MOL,-1,20,5,4,0,268.0848,-0.8,NEUTRAL,C15H12N2O3,O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2[nH]1,BPDAZDDZVYEWCA-UHFFFAOYSA-N
CHEMBL5187167,,,,,614.7,5,9,5.4,110.8,6,2,2,11,N,0.23,None,None,6,6,4,MOL,0,44,8,2,2,614.1887,-0.72,NEUTRAL,C34H31FN2O6S,O=C(NCc1ccccc1C(=O)N[C@H](/C=C(\F)S(=O)(=O)c1ccccc1)CCc1ccccc1)c1ccc2c(c1)OCCO2,BNFYKPAFJBDXBL-GBTKGROXSA-N
CHEMBL1410562,,,Small molecule,,376.85,21,30,4.11,76.86,5,1,0,3,N,0.75,None,2.62,4.01,4.01,3,MOL,-1,27,5,2,0,376.1091,-1.73,NEUTRAL,C21H17ClN4O,Cc1nn(Cc2ccccc2)c2c1C(c1cccc(Cl)c1)C(C#N)=C(N)O2,RQDMRECGWKSRHK-UHFFFAOYSA-N
